Filename,TDOA_1_2,Zero_Crossing_Rate,Spectral_Centroid,Spectral_Bandwidth,Spectral_Contrast,Spectral_Rolloff,Entropy_Energy,Short_Time_Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5
7 (58).wav,1.4080059245036622e-05,0.0,8717.164086008615,5754.843020044482,2.6265734302644668,15515.625,0.9997948135002921,0.0011819344945251942,-438.33904107501576,25.90627419278213,-20.816070769848686,16.142123282944866,-12.861159290947516
7 (59).wav,-6.691567709205112e-06,0.0,8716.10926345712,5753.804928435815,2.6834746582593825,15515.625,0.9998819931968164,0.12980357790365815,-207.46640371377092,25.915968332126944,-20.82552372967391,16.15131508461276,-12.870102808716362
7 (6).wav,1.4129195709919743e-05,0.0,9160.061171924364,6097.237587106774,1.0646682555262035,16359.375,0.9122171299732309,0.0326363630592823,-273.78615184934176,21.715385939208275,-16.86452675833391,12.44308420282075,-9.394379976170342
7 (60).wav,3.2252767875231894e-06,0.0,8714.452213706161,5752.137961395265,2.8063560956431126,15515.625,0.9999995387585773,0.2463059020228684,-176.00040672640452,25.92911851122713,-20.838349182179265,16.163788870536088,-12.882242214453395
7 (61).wav,-5.395541775720796e-06,0.0,8714.488783527951,5752.17647672436,2.8023157216947188,15515.625,0.9999978670339515,0.19687899993732572,-187.00575844544056,25.928930252088275,-20.838165552078145,16.163610253836012,-12.882068365120052
7 (62).wav,7.090576252618221e-06,0.0,9592.361148544118,6351.761343599091,0.767265873337153,17226.5625,0.7847317602212933,0.00018520699813961983,-527.8523339795402,18.44488788353395,-13.952372660840355,9.894150423965314,-7.162924131700057
7 (63).wav,6.682799581200246e-06,0.0,11305.42297697445,6889.2443755948125,0.1777081417126562,19828.125,0.14270693689913969,1.438939943909645e-05,-661.5211757758026,5.877705636597699,-4.049014025704284,2.402460486584255,-1.4969347159767783
7 (64).wav,-4.0056469627184265e-05,0.0,8742.983198279311,5778.991915511031,2.0794076845911005,15562.5,0.996960588761455,0.0003190580755472183,-502.5259817303096,25.61974414876477,-20.537358542540208,15.871863572543537,-12.598919674354722
7 (65).wav,1.4114896366526926e-05,0.0,8726.175717987968,5763.469226980842,2.3379066650521025,15539.0625,0.9989154255016661,0.015657600481063128,-311.3317602987873,25.811858571550168,-20.724083881308893,16.0527649269617,-12.774298190514308
7 (66).wav,8.57545266964861e-06,0.0,8781.26499639191,5812.868025239026,1.7927586753799158,15632.8125,0.9916918039395985,1.8176157027482986e-05,-643.0864210709225,25.182660193241027,-20.114757570736774,15.464864306881548,-12.206654783963529
7 (67).wav,-5.038908397794182e-06,0.0,8735.44725887747,5772.098392660063,2.1742723047575434,15562.5,0.9978741589152064,0.038924353662878275,-266.5290174435194,25.706806994546387,-20.62190486482818,15.953691674839206,-12.678171799823518
7 (68).wav,8.600889907671803e-07,0.0,8715.520309505424,5753.219922965777,2.720445110315341,15515.625,0.9999277905685984,0.02055154973641038,-298.02896237952814,25.92107904827087,-20.83050791028408,16.156162237594444,-12.87481967655026
7 (69).wav,-1.8526012268587474e-05,0.0,8714.689709297163,5752.383461890172,2.78328868530829,15515.625,0.9999862313204171,0.02581169130280614,-286.83525385749664,25.92762200053034,-20.83688948452275,16.16236904235665,-12.880860298820386
7 (7).wav,1.6105276430487793e-05,0.0,9239.891350571303,6149.007616484716,0.995030258624473,16523.4375,0.8911365636720299,0.0016026892699301243,-421.7808357777899,21.083192690658908,-16.29033119150632,11.928684968353902,-8.93338514841166
7 (70).wav,1.654490837823461e-05,0.0,8749.301563884883,5784.70445642996,2.0148387756914827,15585.9375,0.9961577334566634,0.028808203525841236,-281.23108139883175,25.546552569483943,-20.46637765380286,15.80326865368735,-12.53258355467301
7 (71).wav,1.766032040167622e-05,0.0,8793.840798855039,5823.670432896635,1.7313129708744561,15656.25,0.9897833674082808,0.0010760733857750893,-442.5019218688874,25.043903000741345,-19.981236385179905,15.336967641075578,-12.084050759271005
7 (72).wav,1.9594419997441704e-05,0.0,8714.593511682018,5752.284891036223,2.792009802789758,15515.625,0.9999920827123883,0.03394248802214861,-273.3805465086474,25.928279647933262,-20.837530949822423,16.162992982093257,-12.881467573299622
7 (73).wav,-1.0602015555510113e-05,0.0,9741.971915526636,6426.493886887601,0.6931672883769302,17531.25,0.7339966025710829,0.000644223764538765,-466.8003260060663,17.367129019534495,-13.023859362292363,9.113087852866286,-6.50656297875695
7 (74).wav,-1.1753739761095148e-07,0.0,11875.148278505958,6933.495252491398,0.031444024125519325,20320.3125,0.007893543491642759,0.0009185224771499634,-463.06647088886757,1.0698878850547597,-0.7837856116267697,0.37604612989995456,-0.26499998887656234
7 (75).wav,1.9740341880370165e-05,0.0,9722.610633932074,6417.1732890818685,0.702256970464254,17484.375,0.7407255943954475,0.007529699243605137,-345.967810266515,17.505818082855235,-13.142490417855065,9.212017384902268,-6.588955520596928
7 (76).wav,1.2006478446698021e-05,0.0,8819.018782650317,5844.90357642702,1.6312047138704766,15703.125,0.9857471336168209,0.5140030258335173,-139.26844969395697,24.773953457629233,-19.72234042775911,15.089920503134868,-11.848123402763008
7 (77).wav,5.544563440610286e-06,0.0,9083.73919717443,6045.442017317167,1.1424366536817936,16218.75,0.9311552744638104,0.004292959347367287,-373.57402782255303,22.339553640437785,-17.436853543708864,12.961570713678398,-9.864332453866137
7 (78).wav,1.5664759525179286e-06,0.0,9083.156516228806,6045.037475793071,1.1430836080491946,16218.75,0.9312950386700702,0.010917649138718843,-327.71245822943666,22.344407535253744,-17.4413255974701,12.965644739235193,-9.86804599878449
7 (79).wav,1.3491479905923892e-05,0.0,8760.32047068543,5794.5413799251655,1.923151776367831,15609.375,0.9946883939167773,0.0448997812345624,-259.36036857128187,25.419534435741845,-20.34340157308388,15.684650731825606,-12.418086200234619
7 (8).wav,2.0631531202535883e-06,0.0,10083.402886458218,6574.794547788303,0.550818625875144,18164.0625,0.6088541441863617,0.012700565159320831,-321.1321270376637,14.93948300833986,-10.98772378384069,7.455005667721661,-5.158937080493776
7 (80).wav,1.881155540533931e-05,0.0,8716.195789572495,5753.890500321214,2.678405903017995,15515.625,0.999875061180854,0.016862348653376102,-307.74712921220197,25.915196254549553,-20.824770804682817,16.150582899689603,-12.86939034258679
