Filename,TDOA_1_2,Zero_Crossing_Rate,Spectral_Centroid,Spectral_Bandwidth,Spectral_Contrast,Spectral_Rolloff,Entropy_Energy,Short_Time_Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5
8 (1).wav,1.6391276274878757e-05,0.0,8874.082791105426,5889.766535558228,1.4730054709499016,15820.3125,0.9760707831765655,0.011792120058089495,-324.5056488527212,24.215493385557334,-19.1903137949146,14.586105552982117,-11.370637394437848
8 (10).wav,-1.5703732465246044e-05,0.00048828125,12058.960221322766,6934.637852189373,0.014834447563270459,20460.9375,0.002077877672502016,7.943902164697647e-05,-585.5773882252367,-0.6132650677775451,0.29187488487741864,-0.2367225060179008,0.07249844770596733
8 (100).wav,7.5258643034895436e-06,0.0,10649.800919488953,6759.806897941231,0.36138011543545684,19054.6875,0.3856650204914377,0.01637413538992405,-311.11512059204676,10.873494854562747,-7.746442320284002,4.975700878397865,-3.270496716359691
8 (11).wav,-9.887149414133716e-06,0.0,9123.30687734493,6072.58583852865,1.100503641763493,16289.0625,0.9214912441966487,8.647376671433449e-05,-565.3726752049107,22.013223981064176,-17.136951150067794,12.689163187413438,-9.61676552722998
8 (12).wav,-1.1194059771375642e-05,0.0,9318.439114368544,6197.703080268812,0.9349809482449872,16687.5,0.8692237429857199,4.8549845814704895e-05,-593.550624874488,20.477118627364124,-15.744983178603789,11.445490576737326,-8.505186087414788
8 (13).wav,-1.9957933285902698e-05,0.0,8753.160325978255,5788.166459102731,1.980181469411079,15585.9375,0.9956531570968455,0.09016520157456398,-225.14569048455536,25.50193940160284,-20.4231545201609,15.761544886854175,-12.492278172823621
8 (14).wav,-1.7031069165407966e-06,0.0,10501.832036081501,6718.344982884791,0.4070919740717405,18843.75,0.4445636107096449,1.1334195733070374e-06,-780.9606841567896,11.949747908633466,-8.583990891755125,5.596996994228198,-3.728449667030845
8 (15).wav,3.688075167721869e-08,0.00048828125,15199.79026494639,5829.089269790931,1.6711732221650968,21703.125,0.9887874083089782,2.154149115085602e-06,-876.7005920382999,-90.17908277750657,7.527336435859807,-4.0886276459162065,0.6863191436531442
8 (16).wav,2.1391625970721037e-05,0.0,9058.284786352186,6027.636032445146,1.1715912580002659,16171.875,0.9371882112904737,0.0001478167250752449,-539.1468483644668,22.553012172973865,-17.633832828991817,13.141351845020537,-10.028514355220393
8 (17).wav,1.422807340488045e-05,0.0,10680.608949628167,6767.8534041302155,0.35211614721679346,19101.5625,0.3734564843133382,2.0273495465517044e-05,-640.2046008462434,10.647598883721493,-7.572503142491428,4.848403132636066,-3.1780030121893446
8 (18).wav,1.3676754766846424e-06,0.0,8889.894160985441,5902.295292763433,1.4369519223445362,15843.75,0.9731031080524772,0.8292369642294943,-115.47173122737097,24.061932469506154,-19.044848740539294,14.44924922293053,-11.241777641690085
8 (19).wav,-5.204021253324648e-07,0.0,8730.949579572423,5767.9356263002755,2.244840580019992,15539.0625,0.9983919093678397,0.31036162842065096,-164.54735374407136,25.758239728819028,-20.67190879857722,16.0021512209212,-12.725166471958014
8 (2).wav,5.6439691112270005e-06,0.0,8722.811100390056,5760.284926716108,2.42108870257555,15539.0625,0.9992639483561829,9.12640243768692e-05,-564.148506163542,25.848596198828687,-20.759859269627515,16.08749921520836,-12.808043738081416
8 (20).wav,6.129476660049649e-07,0.0,8721.871847975042,5759.389501003478,2.4481089816745127,15539.0625,0.9993574215744931,4.1816383600234985e-06,-715.6393427180441,25.85861853186695,-20.76962290235417,16.096982879759185,-12.817261434250744
8 (21).wav,-1.3349361158817869e-05,0.00048828125,12390.894843427388,6920.53194547754,0.09866242890449455,20671.875,0.05606393578092898,0.00037542032077908516,-513.8332531638313,-3.864946819601453,2.271300565413383,-1.2877445447609515,0.6052754504573419
8 (22).wav,8.251136580124244e-08,0.0,10070.90095605284,6569.879263582509,0.5555431460507874,18140.625,0.6136221622971201,0.002756197936832905,-396.16112844216985,15.028168203727871,-11.060768835872434,7.513170826132739,-5.205117415247297
8 (23).wav,-1.5744921038040412e-05,0.00048828125,14422.580149154437,6343.948657397587,0.7623775808243172,21515.625,0.7896311719160256,0.0014885999262332916,-496.94885050933004,-38.013870567811374,15.26885947779964,-4.538262248969717,1.2409216563276049
8 (24).wav,-8.41906208184451e-06,0.0,8714.496203544022,5752.184223029529,2.801540442934157,15515.625,0.9999974917061834,0.006696627009660006,-353.1298135998955,25.928888011724027,-20.83812435042625,16.163570177142653,-12.882029358175936
8 (25).wav,7.83081992851639e-06,0.0,8716.173829026598,5753.868790029477,2.679684549843995,15515.625,0.9998768249457043,0.14848570199683309,-200.85910368053658,25.915392662803377,-20.82496233980746,16.1507691577861,-12.869571583523298
8 (26).wav,-1.962999083931441e-05,0.0,10160.369024129895,6604.229872926851,0.5223772580602384,18281.25,0.5792554694985091,0.0010051820427179337,-446.0157533213656,14.393156661132934,-10.539968846024227,7.1006328327576025,-4.879363013027505
8 (27).wav,1.2800898957879195e-05,0.0,8747.88508439412,5783.428673943686,2.02839278285166,15585.9375,0.9963404177964945,0.00023781228810548782,-516.9361610909169,25.56295258675867,-20.4822747798614,15.818623168233895,-12.547424563674891
8 (28).wav,-7.41322904509001e-06,0.0,8727.82446761199,5765.0180098219325,2.3030801876410973,15539.0625,0.9987381882686914,0.01103854551911354,-328.49735964030424,25.79349576761267,-20.70621025990095,16.035420433607197,-12.757456036049671
8 (29).wav,-1.1647421195310096e-05,0.00048828125,12592.47561459813,6901.741727959967,0.15031166454035624,20789.0625,0.11077905341253866,0.0009786789305508137,-469.8797012378296,-5.999221857724183,3.500026708424659,-1.8871348791802773,0.8785054388758985
8 (3).wav,-1.098225451890489e-05,0.0,8716.185871098629,5753.880695546125,2.678982753203321,15515.625,0.9998758581511695,0.6219001212157309,-130.4837028074127,25.915284999938308,-20.82485734811239,16.15066705865658,-12.869472234516019
8 (30).wav,-3.768521869313028e-06,0.0,9199.2444971564,6122.9446288619365,1.029231222915587,16453.125,0.9020272777646459,0.011119675356894732,-326.6434259330577,21.402773976192197,-16.579907883134336,12.187381887656588,-9.164566143255215
8 (31).wav,8.040257698970837e-06,0.00048828125,12480.98814255611,6913.0948893715395,0.12164368522206585,20718.75,0.07897690774799293,0.0004787375219166279,-503.2505038636936,-4.802275384867354,2.817802249802916,-1.5595456557363114,0.732235622884808
8 (32).wav,5.283543465066271e-06,0.00048828125,12125.70008394267,6933.475197505931,0.03163013706852676,20484.375,0.007988079341976637,0.0002524149604141712,-529.6362848062371,-1.2437633482181552,0.685834122663503,-0.4539693798289186,0.18765030863667215
8 (33).wav,7.3324302186048785e-06,0.0,11434.192976521936,6904.674653434774,0.14399749703573786,19945.3125,0.10285815936063417,0.0003394228406250477,-507.3726258344897,4.837254247732975,-3.3181207100932815,1.9279723856434743,-1.1940188017757198
8 (34).wav,9.406489949428574e-07,0.0,9692.109317068313,6402.281420586107,0.7168570234651049,17437.5,0.7512249096193453,0.009526337031275034,-334.365279411861,17.724719348425808,-13.330244304652851,9.369107964407654,-6.720232752815464
8 (35).wav,-1.5735269795768413e-05,0.0,8716.506344044552,5754.196961595998,2.660859225180815,15515.625,0.9998499142126014,0.1061548525467515,-217.34655191310173,25.91238782999553,-20.822032129000043,16.147919752718998,-12.866799003501576
8 (36).wav,-3.709961037297378e-07,0.0,9128.809630867496,6076.310555487805,1.0949610951124849,16312.5,0.9201206747764021,0.008049304131418467,-342.6115119516346,21.9683253562402,-17.095804787865326,12.651912407658237,-9.583024779919903
8 (37).wav,1.0430978821171112e-05,0.00048828125,12211.87681405926,6930.729638491577,0.053343760339680434,20554.6875,0.01983756472942734,0.23115521389991045,-195.7020964163331,-2.0744535273475972,1.197421166197274,-0.7301883591169512,0.33042181903790274
8 (38).wav,1.4090274438334165e-05,0.00048828125,13641.806596380937,6673.543759786567,0.4484902690834746,21257.8125,0.5016795136294487,0.001353748608380556,-475.6856739834519,-20.206708602449424,10.26207758023818,-4.304729479690428,1.593355959685004
8 (39).wav,-4.795232525378239e-06,0.0,8716.235057985097,5753.929307827717,2.6761324984057437,15515.625,0.9998719904596788,0.002776211593300104,-396.38593131186707,25.914844298276638,-20.824427582440606,16.15024913535346,-12.869065570368505
8 (4).wav,-8.521122838447517e-06,0.0,9158.085817836361,6095.926105316424,1.0665264646738777,16359.375,0.9127226547316363,9.899027645587921e-05,-558.6803042000078,21.73127456669718,-16.879028624128484,12.456150792406854,-9.40615843029914
8 (40).wav,1.579626063348028e-05,0.0,8840.33152174497,5862.507653483315,1.562493205020418,15750.0,0.9821310921846,0.03941763797774911,-265.3501682599653,24.553021056755192,-19.51129600763531,14.889448702768707,-11.657541789877403
8 (41).wav,1.2506171083750453e-05,0.0,8984.009228281262,5974.048078578052,1.2694151645134697,16031.25,0.9539347048458349,2.4382490664720535e-05,-627.8672023270834,23.194808072688897,-18.229969244475825,13.689609245309512,-10.533079783766276
8 (42).wav,-4.547297353087529e-06,0.0,10875.837923515268,6814.248499161297,0.2951371815869247,19335.9375,0.29708697283660285,0.010627100709825754,-333.7327345030569,9.198891212673242,-6.472253011411287,4.057190419764984,-2.6137047509341045
8 (43).wav,-7.582486608814381e-06,0.0,8817.243265419647,5843.422312666651,1.6374962072889117,15703.125,0.9860404523581605,0.0025416994467377663,-400.15308356039594,24.792660461523305,-19.740244795187557,15.106965580137869,-11.864363364763257
